old85,Toase(old85),ATWIMA NWABIAGYA,EXPRESSO,953.2,0.00000024,,0.24,1838,,,0.17,,0.00005,,,953.2,0.00000005,,0.06,1860,0.0009532,,0.05,,0.000069,,,953.2,,,0.13,1832,,,0.17,,,,
0900,0900KOKOBEN,ATWIMA-KWANWOMA,MTN/Airtel,930.2,0.00004197,,0.29,956.2,0.00026526,,0.74,955.2,0.00012977,,0.34,1829,0.00003372,,0.19,1823,0.00005548,,0.24,1823,0.00011153,,0.34,2162,0.00005069,,0.22,2162,0.0000466,,0.23,,,,
,1952SEPAASE,ATWIMA-KWANWOMA,MTN/AIRTEL/TIGO,94.2,0.000189,,,928.7,,,,935.1,,,,1821,0.000289,,,1828,,,,,,,,2126,0.000173,,,2131,,,,2140,,,
2994,2994ATWIMA_BOKO,ATWIMA-KWANWOMA,MTN/Airtel,952.2,0.00076487,,1.26,957.2,0.00777,,4.02,953.2,73.808,,1.24,1827,0.00005576,,0.24,1829,0.00003632,,0.19,1823,0.0000548,,0.24,2138,4.707E-07,,0.02,2147,2.0255E-07,,0.01,2136,302.56,,0.01
,ABUAKWA,ATWIMA-KWANWOMA,AIRTEL/VODAFONE,921.3,0.000121,,,926.8,,,,941.5,,,,1819,0.000205,,,1824,,,,1835,,,,2124,0.0001,,,2128,,,,2133,,,
,Agric Nzema,ATWIMA-KWANWOMA,Airtel ,926.2,0.0006048,,,931.2,,,,955.2,,,,1823,0.00019108,,,1851,,,,1865,,,,2151,0.0000913,,,2163,,,,2163,,,
,APEMHASE_ABUAKWA,ATWIMA-KWANWOMA,AIRTEL/VODAFONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00326,Apire,ATWIMA-KWANWOMA,Airtel,930.7,0.0001419,,0.55,934.7,0.00012215,,0.51,930.7,0.00014169,,0.55,1853,0.00002835,,0.17,1815,0.00003278,,0.18,1815,0.00009201,,0.31,2127,0.00025004,,0.5,2122,0.00000678,,0.08,2127,0.00004446,,0.21
GH 00326,Apire,ATWIMA-KWANWOMA,Airtel,916.1,0.0004043,,,921.4,,,,931.5,,,,1810,0.00022029,,,1816,,,,1821,,,,2121,0.00019367,,,2126,,,,2140,,,
,Atasomanso_2,ATWIMA-KWANWOMA,Airtel,918.1,0.00020173,,,927.3,,,,937.2,,,,1818,0.00021723,,,1829,,,,1836,,,,2124,0.0002544,,,2136,,,,2129,,,
,Tanoso GPRTU,ATWIMA-KWANWOMA,MTN/Airtel,912.4,0.00018418,,,920.5,,,,959.7,,,,1818,0.00010672,,,1828,,,,1828,,,,2126,0.00005423,,,2138,,,,2120,,,
CS 3637,Esreso Kotoku,BOSOMTWI,Tigo,927.2,0.00012462,,,941.2,,,,947.7,,,,1827,0.00037104,,,1841,,,,1858,,,,2123,,,,,,,,2163,,,
CS 3855,Jachie,BOSOMTWI,Tigo,930.7,0.00017337,,,939.7,,,,958.2,,,,1823,0.00048284,,,1844,,,,,,,,2122,0.00005303,,,,,,,,,,
CS 4052,Kokoben,BOSOMTWI,Tigo,925.2,0.0000643,,,935.7,,,,954.7,,,,1820,0.00005067,,,1850,,,,1860,,,,,,,,,,,,2169,,,
CS 4183,Kuntenase,BOSOMTWI,Tigo,930.2,0.00006325,,,953.2,,,,925.2,,,,1802,0.00007743,,,1823,,,,1842,,,,2122,0.00061639,,,2148,,,,,,,
