UWR-2613,2613WA_3,WA 3,MTN,957.2,0.000018,18,1.13,1856,0.000051,51,0.16,2162,0.000036,36,0.23,958.7,0.000051,51,1.08,1856,0.000047,47,0.14,2163,0.000041,41,0.13,956.2,0.00002,20,0.94,1856,0.000057,57,0.13,2163,0.000047,47,0.06
1555,Wa Air Strip,WA AIRSTRIP,TIGO/VODAFONE,946.7,0.00003,30,0.34,1834,0.000051,51,0.24,2169,0.00005,50,1.14,951.7,0.000036,36,0.46,1854,0.000054,54,0.18,2160,0.000053,53,0.52,943.7,0.000034,34,0.37,1854,0.000057,57,0.15,2160,0.00005,50,0.82
GH 0083,WA POLICE QUARTERS,WA POLICE QUARTERS,AIRTEL ,952.2,0.000038,38,0.27,1854,0.000048,48,0.05,2162,0.000053,53,0.03,957.2,0.000051,51,0.31,1854,0.000053,53,0.07,2163,0.000069,69,0.02,953.2,0.000049,49,0.3,1854,0.000059,59,0.03,2163,0.000054,54,0.02
GH 0083,WA POLICE QUARTERS,WA POLICE QUARTERS,AIRTEL ,952.2,0.000046,46,0.3,1854,0.00005,50,0.09,2139,0.000066,66,0.01,943.7,0.000043,43,0.24,1854,0.000053,53,0.03,2138,0.000068,68,0.01,943.7,0.00005,50,0.13,1854,0.000052,52,0.02,2139,0.000067,67,0.14
001,Tanina(Wa-S-road02),WA SECTECH,EXPRESSO,957.7,0.000069,69,0.1,1853,0.000065,65,0,,,,,959.2,0.000069,69,0.02,1853,0.000059,59,0.01,,,,,959.2,0.000069,69,0.01,1853,0.00007,70,0,,,,
,2615WA_5,WA-TAMPALBANI,MTN/AIRTEL/VODAFONE,959.2,0.000049,49,1.22,1977,0.000068,68,0,2163,0.000046,46,0.28,959.2,0.000061,61,1.07,1853,0.000061,61,0.01,2163,0.00005,50,0.26,954.7,0.000024,24,0.56,853,0.000057,57,0.01,2163,0.000049,49,0.2
GH 0467,WECHIAU,WECHIAU,AIRTEL ,952.7,0.000056,56,0.24,,,,,,,,,952.7,0.00007,70,0.27,,,,,,,,,954.7,0.000059,59,0.23,,,,,,,,
3615,WECHIAU,WECHIAU,MTN,954.7,0.000024,24,0.6,,,,,,,,,955.2,0.000021,21,0.81,,,,,,,,,952.7,0.000023,23,0.63,,,,,,,,
UE1671,1671WALEBELE,WELEBELLE,MTN,952.2,0.000027,27,0.41,,,,,,,,,954.2,0.000027,27,0.79,,,,,,,,,954.2,0.000037,37,0.26,,,,,,,,
1637,1637KARAMANGA,WEST MAMPRUSI,MTN,900,0.00002842,28.42,0.01,1800,0,0,0.02,,,0,0.03,900,0.00028171,281.71,0.03,1800,0,0,0.01,,,,,900,0.00014047,140.47,0.03,,,,,,,,0.06
