site id,site name,location,operator,f1(MHz),pd1(W/m2),pd1(W/m2),pd1(W/m2),ic1(W/m2),f2(MHz),,pd2(W/m2),pd2(W/m2),ic2(W/m2)f3(MW/m2),f3(MHz),pd3(W/m2),pd3(W/m2),ic3(W/m2),  f4(MHz),pd4(W/m2),pd4(W/m2),ic4(W/m2),f5(MHz),pd5(W/m2),pd5(W/m2),ic5(W/m2),f6(MHz),pd6(W/m2),pd6(W/m2),ic6(W/m2),f7(MHz),pd7(W/m2),pd7(N/m2),ic7(W/m2),f8(MHz),pd8(W/m2),pd8(W/m2),ic8(W/m2),f9(MHz),pd9(W/m2),pd(W/m2),ic9(W/m2),f10(MHz),pd10(W/m2),pd(W/m2),1c10
,HO_RS_GT,HO,VODAFONE,950.2,0.00099006,990.06,,0.04,950.7,,0.00000869,8.69,0.13,949.2,0.00000714,7.14,0.12,954.2,0.0000014,1.4,0.05,949.7,0.00000107,1.07,0.04,957.7,0.00000163,1.63,0.05,957.7,0.00000222,2.22,0.06,954.2,0.00000283,2.83,0.07,957.7,0.00000491,4.91,0.1,952.2,0.00066586,665.86,0.03
,3745HO_7,HO NEAR HO POLY.,MTN,944.7,0.0002704,270.39,0.00027039,0.78,946.2,,0.0006716,671.58,1.18,934.7,0.0005122,512.2,1.03,946.2,0.0008881,888.11,1.34,943.7,0.0001063,106.29,1.03,944.7,0.0009531,953.13,1.11,944.2,0.0000023,2.3,2.2,944.7,0.0000011,1.1,1.14,944.7,0.0000019,1.9,2,932.2,0.0008553,855.3,1.37
707,0707HOHOE,HOHOE,MTN,958.2,0.0002683,268.26,0.00026826,0.01,955.2,,0.0000011,1.08,0.04,955.2,0.0006997,699.68,0.03,955.2,0.0000001,0.07,0.04,955.2,0.000005,5.02,0.1,939.2,0.0000039,3.86,0.08,989.2,0.0000024,2.41,0.07,989.2,0.0000022,2.2,0.07,952.7,0.0000018,1.77,0.06,959.2,0.000002,2.02,0
707,1700HOHOE_2,HOHOE,MTN,958.2,0.0002683,268.26,0.00026826,0.01,955.2,,0.0000041,4.08,0.04,955.2,0.0006997,699.68,0.03,955.2,0,0.01,0.04,955.2,0.000005,5.02,0.1,939.2,0.0000039,3.86,0.08,959.2,0.0000024,2.41,0.07,959.2,0.0000023,2.3,0.07,952.7,0.0000018,1.77,0.06,959.2,0.000002,2.02,0.06
1700,1700HOHOE_2,HOHOE,MTN,957.7,0.0000075,7.54,0.00000754,0.12,957.7,,0.0000722,72.17,0.38,939.7,0.0000209,20.9,0.2,952.2,0.0000499,49.91,0.32,943.7,0.0001018,101.82,0.46,948.2,0.0001001,100.09,0.45,986.2,0.0002094,209.4,0.66,939.2,0.0002901,290.08,0.77,947.2,0.0000718,71.78,0.41,986.7,0.0000684,68.39,0.41
2801,2801SANTROKOFI,HOHOE,MTN,948.2,0.00039,389.98,0.00038998,0.95,989.2,,0.0005225,522.54,1.13,986.2,0.0009798,979.79,1.45,986.2,0.000999,998.97,1.44,958.7,0.0009698,969.78,1.49,984.2,0.0009853,985.25,1.62,985.7,0.0008815,881.48,1.33,958.7,0.000099,99.01,1.48,985.7,0.0009132,913.24,1.45,955.7,0.0008341,834.06,2.42
,BASSA,HOHOE,EXPRESSO,957.7,0.00001424,14.24,,0.22,954.2,,0.00000071,0.71,0.14,948.2,0.00097466,974.66,0.05,943.7,0.00000146,1.46,0.05,957.7,0.00000142,1.42,0.05,947.2,0.00000309,3.09,0.09,957.2,0.00000808,8.08,0.09,957.7,0.00000154,1.54,0.08,955.7,0.00000361,3.61,0.08,954.2,0.00000454,4.54,0.09
,Hloma,HOHOE,AIRTEL,937.2,0.00006463,64.63,,0.37,952.7,,0.0000537,53.7,0.33,939.2,0.00013095,130.95,0.52,958.2,0.00019958,199.58,0.65,955.2,0.00010128,101.28,0.46,942.7,0.00008173,81.73,0.41,937.2,0.00007759,77.59,0.4,958.2,0.00006974,69.74,0.38,944.7,0.00005581,55.81,0.34,955.2,0.00006804,68.04,0.37
,Hloma,HOHOE,AIRTEL,937.2,0.00006463,64.63,,0.37,952.7,,0.0000532,53.2,0.33,939.2,0.00013025,130.25,0.52,958.2,0.00019958,199.58,0.65,955.2,0.00010128,101.28,0.46,942.7,0.00008173,81.73,0.41,937.2,0.00007759,77.59,0.4,958.2,0.00006974,69.74,0.38,944.7,0.00005551,55.51,0.34,955.2,0.00006804,68.04,0.38
,HOHOE,HOHOE,AIRTEL,954.7,0.00006951,69.51,,0.38,954.7,,0.00004265,42.65,0.3,954.7,0.00002133,21.33,0.21,954.7,0.00006536,65.36,0.37,943.7,0.00004412,44.12,0.3,943.7,0.00003955,39.55,0.29,943.7,0.0000353,35.3,0.27,943.7,0.00005266,52.66,0.33,957.2,0.00003333,33.33,0.26,943.7,0.00006268,62.68,0.36
,HOHOE,HOHOE,TIGO ,937.2,0.00006463,64.63,,0.37,952.7,,0.0000537,53.7,0.33,939.2,0.00013095,130.95,0.52,958.2,0.00019958,199.58,0.63,955.2,0.00010125,101.25,0.46,942.7,0.00008173,81.73,0.41,937.2,0.00009774,97.74,0.4,955.1,0.00006974,69.74,0.38,944.7,0.00005551,55.51,0.34,955.2,0.00006854,68.54,0.37
,Hohoe,HOHOE,AIRTEL,954.7,0.00006981,69.81,,0.38,954.7,,0.00004265,42.65,0.3,954.2,0.00002133,21.33,0.21,954.7,0.00006536,65.36,0.37,943.7,0.00004412,44.12,0.3,943.7,0.00003955,39.55,0.29,943.7,0.0000353,35.3,0.27,948.7,0.00005266,52.66,0.33,957.2,0.00003333,33.33,0.26,943.7,0.00006268,62.68,0.36
,Hohoe(old126),HOHOE,EXPRESSO,936.2,0.00002426,24.26,,0.23,936.2,,0.00002926,29.26,0.25,931.7,0.00004736,47.36,0.31,937.7,0.00003233,32.33,0.26,931.7,0.00002614,26.14,0.23,936.2,0.00001758,17.58,0.19,938.2,0.00004914,49.14,0.32,938.2,0.00004299,42.99,0.3,938.2,0.00005863,58.63,0.34,931.7,0.00004926,49.26,0.32
,HOHOE_GT,HOHOE,MTN/VODAFONE,957.2,0.00007722,77.22,,0.01,952.7,,0.00000212,2.12,0.06,957.2,0.00000223,2.23,0.06,955.7,0.00000127,1.27,0.05,955.7,0.00000253,2.53,0.07,931.2,0.00000146,1.46,0.05,957.7,0.00000141,1.41,0.07,948.2,0.00000347,3.47,0.08,945.2,0.00000342,3.42,0.01,945.2,0.00053702,537.02,0.01
3744,3744HOHOE_3,HOHOE 3,MTN,957.2,0.0000772,77.22,0.00007722,0.01,952.7,,0.0000021,2.12,0.06,957.2,0.0000022,2.23,0.06,955.7,0.0000013,1.27,0.08,955.7,0.0000025,2.53,0.07,931.2,0.0000015,1.46,0.05,957.7,0.0000014,1.41,0.07,948.2,0.0000035,3.47,0.08,945.2,0.0000034,3.42,0.09,945.2,0.000537,537.02,0.04
,Jasikan(old127),JASIKAN,EXPRESSO,930.4,0.00001901,19.01,,0,959.6,,0.00002434,24.34,0,939.8,0.00003429,34.29,0,939.6,0.00002003,20.03,0,959.6,0.00002254,22.54,0,930.4,0.00002607,26.07,0,959.6,0.00002882,28.82,0,939.6,0.0000314,31.4,0,936.4,0.0000194,19.4,0,936.4,0.00002401,24.01,0
,Jasikan(old127),JASIKAN,EXPRESSO,930.4,0.00001901,19.01,,0,959.6,,0.00002434,24.34,0,939.8,0.00003429,34.29,0,939.6,0.00002003,20.03,0,959.6,0.00002254,22.54,0,936.4,0.00002607,26.07,0,959.6,0.00002882,28.82,0,939.6,0.0000314,31.4,0,936.4,0.00001901,19.01,0,959.6,0.00002401,24.01,0
,ZARIKA-GT,JASIKAN,VODAFONE/TIGO,951.2,0.0009442,944.2,,1.39,948.2,,0.0003224,322.4,0.83,981.2,0.00032802,328.02,0.9,953.3,0.00034916,349.16,0.89,946.3,0.0004169,416.9,1.04,951.3,0.0004873,487.3,0.98,952.8,0.00034207,342.07,0.86,982.8,0.0008276,827.6,1.32,981.8,0.0008874,887.4,1.11,952.8,0.0005668,566.8,1.08
,JUAPONG,JUAPONG,AIRTEL,949.7,0.00002994,29.94,,0.25,937.2,,0.0000295,29.5,0.25,949.7,0.00002892,28.92,0.24,949.7,0.00002566,25.66,0.23,941.7,0.00004305,43.05,0.3,949.7,0.00004735,47.35,0.31,959.7,0.00007501,75.01,0.39,949.7,0.00012718,127.18,0.54,939.2,0.00009116,91.16,0.43,939.2,0.00002704,27.04,0.25
0.704,0704KADJEBI,KADGEBI,MTN,958.8,0.0000726,72.63,0.00007263,0.01,956.5,,0.0000444,44.4,0.01,956.5,0.0000552,55.22,0.01,958.8,0.0000666,66.6,0.01,959.6,0.0000526,52.64,0.01,957.3,0.0000531,53.07,0.01,959.6,0.0000191,19.09,0,959.6,0.0000243,24.29,0,959.6,0.0000237,23.67,0,957.3,0.0000408,40.8,0
,0888DODI_PAPASE,KADGEBI,MTN,958.6,0.0000013,1.32,0.00000132,0.05,952.7,,0.000105,104.96,0.46,942.7,0.000431,431.02,0.94,947.3,0.0004837,483.66,1.1,944.2,0.0000474,47.43,0.99,940.4,0.0000035,3.54,0.08,940.4,0.0000018,1.8,0.06,952.7,0.0004327,432.67,0.94,953.5,0.0002225,222.45,0.71,953.5,0.000191,190.95,0.03
2701,2701KADJEBI_2,KADGEBI,MTN,185.1,0.0000485,48.54,0.00004854,0,185.6,,0.0000898,89.76,0,185.4,0.0000525,52.51,0,185.3,0.000033,32.97,0,185.1,0.000144,144.04,0.01,187.5,0.0001114,111.42,0.01,188.8,0.0001451,145.11,0.01,186.8,0.000103,103.01,0.01,187.2,0.000185,184.99,0.01,186.8,0.0001438,143.77,0.01
704,0704KADJEBI,KADJEBI,MTN,958.8,0.0000726,72.63,0.00007263,0.01,956.5,,0.0000444,44.4,0.01,958.5,0.0000552,55.22,0.01,958.8,0.0000666,66.6,0.01,959.6,0.0000526,52.64,0.01,957.3,0.0000831,83.07,0.01,956.6,0.0000191,19.09,0,959.6,0.0000243,24.29,0,959.6,0.0000237,23.67,0,957.3,0.0000408,40.8,0
,0888DODI_PAPASE,KADJEBI,MTN,958.6,0.0000013,1.32,0.00000132,0.05,952.2,,0.000105,104.96,0.46,942.7,0.000431,431.02,0.94,947.3,0.0004837,483.66,1.1,944.2,0.0000474,47.43,0.99,940.4,0.0000035,3.54,0.08,940.4,0.0000018,1.8,0.06,952.7,0.0004327,432.67,0.94,953.5,0.0002225,222.45,0.71,953.5,0.000191,190.95,0.03
2701,2701KADJEBI_2,KADJEBI,MTN,185.1,0.0000485,48.54,0.00004854,0,185.6,,0.0000898,89.76,0,185.4,0.0000525,52.51,0,185.3,0.000033,32.97,0,185.1,0.000144,144.04,0.01,187.5,0.0001144,114.42,0.01,188.8,0.0001451,145.11,0.01,186.8,0.000103,103.01,0.01,187.2,0.000185,184.99,0.01,186.8,0.0001438,143.77,0.01
,KADJEBI,KADJEBI,TIGO,955.7,0.00005283,52.83,,0.01,953.7,,0.00002669,26.69,0,953.7,0.00002968,29.68,0,959.2,0.00000687,6.87,0,958.2,0.00003268,32.68,0,953.7,0.00002544,25.44,0,946.2,0.00000911,9.11,0,955.7,0.00001576,15.76,0,953.7,0.00002862,28.62,0,953.7,0.0000154,15.4,0.01
,KADJEBI,KADJEBI,TIGO,955.7,0.00005263,52.63,,0.01,953.7,,0.00002669,26.69,0,953.7,0.00002965,29.65,0,959.2,0.00000687,6.87,0,958.2,0.00003268,32.68,0,953.7,0.00002544,25.44,0,946.2,0.00000911,9.11,0,955.7,0.00001576,15.76,0,953.7,0.00002862,28.62,0,953.7,0.0000154,15.4,0
,KADJEBI ,KADJEBI,VODAFONE,947.2,0.00010094,100.94,,0.01,951.7,,0.00007298,72.98,0.08,944.7,0.00008411,84.11,0.11,944.7,0.00007107,71.07,0.01,951.2,0.00002685,26.85,0,951.7,0.00004176,41.76,0,943.7,0.00003437,34.37,0,951.7,0.00003604,36.04,0,951.7,0.00004665,46.65,0,951.7,0.00002537,25.37,0
,KADJEBI,KEJEBI,VODAFONE,947.2,0.00010094,100.94,,0.01,951.7,,0.00007298,72.98,0.08,944.7,0.00008411,84.11,0.11,944.7,0.00007107,71.07,0.01,951.2,0.00002685,26.85,0,951.7,0.00004176,41.76,0,943.7,0.00003437,34.37,0,951.7,0.00003604,36.04,0,951.7,0.00004665,46.65,0,951.7,0.00002537,25.37,0
,0783KETA,KETA,MTN,959.2,0.0000909,90.94,0.00009094,0.43,956.7,,0.0001091,109.12,0.47,959.2,0.0001273,127.32,0.51,958.2,0.0001499,149.91,0.56,959.2,0.0002171,217.06,0.67,959.2,0.0001658,165.84,0.6,954.2,0.0002274,227.4,0.68,954.2,0.0001355,135.45,0.53,954.2,0.0001561,156.06,0.57,953.7,0.0001661,166.11,0.59
,0783KETA,KETA,MTN,959.2,0.0000909,90.94,0.00009094,0.43,956.7,,0.0001091,109.12,0.47,959.2,0.0001273,127.32,0.51,958.2,0.0001499,149.91,0.56,959.2,0.0002171,217.06,0.67,959.2,0.0001658,165.84,0.6,954.2,0.0002274,227.4,0.68,954.2,0.0001355,135.45,0.53,954.2,0.0001561,156.06,0.57,953.7,0.0001661,166.11,0.59
,2805KETA_3,KETA,MTN,955.2,0.0000015,1.49,0.00000149,1.76,955.2,,0.0000015,1.45,1.74,955.2,0.0000014,1.37,1.66,985.2,0.0008683,868.3,1.35,955.2,0.0007383,738.26,1.26,955.2,0.0005861,586.07,1.1,958.2,0.000469,469.04,0.99,958.2,0.0005345,534.47,1.07,957.2,0.0003486,348.55,0.88,958.2,0.0007262,726.2,1.2
,2805KETA_3,KETA,MTN,955.2,0.0000015,1.49,0.00000149,1.76,955.2,,0.0000015,1.45,1.74,955.2,0.0000013,1.32,1.66,955.2,0.0008683,868.3,1.35,955.2,0.0007383,738.26,1.26,955.2,0.0005831,583.07,1.1,958.2,0.000469,469.04,0.99,958.2,0.0005345,534.47,1.07,957.7,0.0003486,348.55,0.85,958.2,0.0007262,726.2,1.26
,3743KETA_4,KETA,MTN,958.7,0.0006083,608.25,0.00060825,1.12,958.7,,0.0007304,730.37,1.23,957.7,0.0004331,433.05,0.94,958.7,0.000251,250.99,0.72,956.2,0.0002086,208.56,0.65,957.7,0.0003391,339.1,0.83,958.7,0.0001736,173.64,0.6,957.7,0.0001275,127.46,0.51,957.7,0.0001103,110.3,0.47,957.7,0.0005339,533.91,1.05
,3743KETA_4,KETA,MTN,958.7,0.0006083,608.25,0.00060825,1.12,958.7,,0.0007304,730.37,1.23,958.7,0.0004331,433.05,0.94,958.7,0.000251,250.99,0.72,956.2,0.0002086,208.58,0.65,957.7,0.0003391,339.1,0.83,958.7,0.0001736,173.64,0.6,957.7,0.0001275,127.46,0.51,957.7,0.00011,110.03,0.47,957.7,0.0000053,5.33,1.08
,KETA,KETA,TIGO,954.2,0.00020743,207.43,,0.66,954.2,,0.00003078,30.78,0.25,954.2,0.0001791,179.1,0.61,945.2,0.00011223,112.23,0.48,938.2,0.0003745,374.5,0.89,954.7,0.00037314,373.14,0.89,939.2,0.00018634,186.34,0.62,954.2,0.00007345,73.45,0.39,954.2,0.00013732,137.32,0.84,954.2,0.00016649,166.49,0.59
,KETA ,KETA,TIGO,954.2,0.00020743,207.43,,0.66,954.2,,0.00003078,30.78,0.25,954.2,0.0001791,179.1,0.61,945.2,0.00011223,112.23,0.48,938.2,0.0003745,374.5,0.89,954.2,0.00037314,373.14,0.84,939.2,0.00018634,186.34,0.62,954.2,0.00007345,73.45,0.39,954.2,0.00013732,137.32,0.54,954.2,0.00016645,166.45,0.59
,KETA 2,KETA,MTN,458.2,0.0004609,460.92,0.00046092,0.98,955.2,,0.0001803,180.28,0.61,958.2,0.0004454,445.41,0.96,958.2,0.0004321,432.11,0.94,958.7,0.000475,475,0.99,958.2,0.0002953,295.33,0.78,958.7,0.0002354,235.39,0.7,957.7,0.0001647,164.71,0.58,955.7,0.0001193,119.25,0.49,955.2,0.0001416,141.61,0.54
,KETA 2,KETA,MTN,958.2,0.0004609,460.92,0.00046092,6.98,955.2,,0.0001803,180.28,0.61,958.2,0.0004454,445.41,0.96,958.2,0.0004321,432.11,0.94,958.7,0.000475,475,0.99,958.2,0.0002953,295.33,0.78,988.7,0.0002354,235.39,0.7,958.7,0.0001647,164.71,0.58,957.7,0.0001193,119.25,0.49,957.7,0.0001416,141.61,0.54
,Keta(old120),KETA,EXPRESSO,949.7,0.00003052,30.52,,0.28,952.7,,0.00003078,30.78,0.27,958.2,0.00008015,80.15,0.4,958.2,0.00003864,38.64,0.28,958.2,0.00002423,24.23,0.22,957.7,0.00003803,38.03,0.28,958.2,0.00010921,109.21,0.47,958.2,0.00012024,120.24,0.8,958.2,0.0000146,14.6,0.17,958.7,0.00002033,20.33,0.2
,Keta(old120),KETA,EXPRESSO,949.7,0.00003052,30.52,,0.25,952.7,,0.00003078,30.78,0.27,958.2,0.00008015,80.15,0.4,958.2,0.00003864,38.64,0.28,958.2,0.00002423,24.23,0.22,957.7,0.00003803,38.03,0.28,958.2,0.00010921,109.21,0.47,958.2,0.00012024,120.24,0.5,958.7,0.0000146,14.6,0.17,958.7,0.00002033,20.33,0.2
,Kete Krachi,KETE KRACHIE,AIRTEL,945.7,0.00004799,47.99,,0.32,947.7,,0.00004259,42.59,0.3,948.7,0.00003427,34.27,0.27,952.7,0.00002912,29.12,0.24,948.7,0.00003565,35.65,0.27,948.7,0.00009041,90.41,0.43,948.7,0.00003929,39.29,0.28,948.2,0.00005243,52.43,0.33,948.2,0.00002593,25.93,0.33,945.7,0.00002705,27.05,0.24
,3751KLAVE,KLAVE,MTN,955.2,0.0004206,420.62,0.00042062,0.93,955.2,,0.0004001,400.07,0.91,955.2,0.0002072,207.2,0.65,955.2,0.0001711,171.09,0.59,955.2,0.0003658,365.83,0.57,959.2,0.0002162,216.2,0.68,959.2,0.0001155,115.5,0.5,958.7,0.0001664,166.35,0.58,958.2,0.0001912,191.17,0.63,955.7,0.0003794,379.42,0.88
,KPETOE,KPETOE,TIGO,953.5,0.00003523,35.23,,0.27,953.5,,0.0000695,69.5,0.38,953.5,0.00000931,9.31,0.31,958.1,0.0000603,60.3,0.35,953.5,0.0002904,290.4,0.77,953.2,0.00012307,123.07,0.5,955.7,0.00001935,19.35,0.2,953.2,0.00003875,38.75,0.28,958.7,0.00002763,27.63,0.24,957.7,0.00004978,49.78,0.36
,KPETOE,KPETOE,TIGO,953.5,0.00003523,35.23,,0.27,953.8,,0.0000698,69.8,0.38,953.5,0.00000931,9.31,0.13,958.1,0.0000603,60.3,0.35,953.5,0.0002904,290.4,0.77,953.2,0.00012307,123.07,0.5,955.7,0.00001935,19.35,0.2,953.2,0.00003875,38.75,0.28,958.7,0.00002763,27.63,0.24,957.7,0.00004978,49.78,0.36
,1783KPEVE,KPEVE,MTN,958.1,0.0000011,1.12,0.00000112,1.53,958.1,,0.0000032,3.21,2.86,958.3,0.0000015,1.53,1.78,953.5,0.0006744,674.36,1.18,956.5,0.0007733,773.28,1.36,958.1,0.0005257,525.65,1.26,953.5,0.0000935,93.52,0.44,957.3,0.0000023,2.27,2.17,957.3,0.0000021,2.12,2.1,957.3,0.0000026,2.59,2.36
,KPEVE_GOVIEFE_TODZI,KPEVE,VODAFONE,950.7,0.00000305,3.05,,2.53,951.7,,0.000141,141,0.54,948.7,0.00037993,379.93,0.89,950.7,0.00055779,557.79,1.11,950.7,0.00063029,630.29,1.15,951.2,0.00015184,151.84,0.56,946.2,0.00014936,149.36,0.56,946.2,0.00005557,55.57,0.34,956.2,0.00066037,660.37,1.18,950.2,0.0000098,9.8,0.14
,KRACHIE,KRACHIE,MTN,958.2,0.0005501,550.09,0.00055009,1.07,958.2,,0.0000043,4.31,0.09,959.2,0.0000046,4.62,0.09,958.2,0.0001853,185.31,0.62,952.7,0.0000038,3.84,0.08,952.7,0.0000019,1.89,1.99,959.2,0.0000028,2.77,0.07,954.2,0.0000034,3.36,0.08,954.2,0.0000064,6.36,0.11,958.2,0.0002651,265.12,0.74
,1733KWAMIKROM,KWAMEKROM,MTN,880.5,0.0000623,62.25,0.00006225,0.01,882,,0.0000763,76.32,0.01,879.9,0.0000763,76.32,0.01,879.9,0.0000235,23.48,0.01,874.4,0.0000283,28.32,0,879.7,0.0000248,24.75,0,888.7,0.0000382,38.15,0,882.8,0.0000398,39.84,0,882,0.0000693,69.32,0,882.8,0.0000603,60.32,0
,1733KWAMIKROM,KWAMEKROM,MTN,880.5,0.0000623,62.25,0.00006225,0.01,882,,0.0000763,76.32,0.01,879.9,0.0000763,76.32,0.01,879.9,0.0000235,23.48,0,879.9,0.0000235,23.48,0,874.4,0.0000283,28.32,0,879.7,0.0000248,24.75,0,879.7,0.0000398,39.84,0,879.7,0.0000698,69.84,0,879.7,0.0000003,0.32,0
891,0891LIKPE_MATE,LIKPE MATE,MTN,954.2,0.0001963,196.31,0.00019631,0.64,956.7,,0.0001575,157.49,0.57,957.02,0.000192,192.03,0.65,953.2,0.0000015,1.49,1.76,953.2,0.0004131,413.14,0.92,953.2,0.0005527,552.72,1.08,953.2,0.0004989,498.92,1.02,953.2,0.0007034,703.44,1.31,956.2,0.0000873,87.29,0.3,954.2,0.0001389,138.86,0.57
,Likpe,LIKPE MATE,AIRTEL,958.7,0.00003987,39.87,,0.29,954.2,,0.0000253,25.3,0.23,954.2,0.00002378,23.78,0.22,942.7,0.00002774,27.74,0.26,943.7,0.00001673,16.73,0.18,934.7,0.00000874,8.74,0.13,945.2,0.00001104,11.04,0.15,959.2,0.0000252,25.2,0.23,956.7,0.00000733,7.33,0.15,959.2,0.00001781,17.81,0.19
891,0891LIKPE_MATE,LIKPEMAE,MTN,954.2,0.0001963,196.31,0.00019631,0.64,956.7,,0.0001575,157.49,0.57,957.02,0.000192,192.03,0.65,953.2,0.0000015,1.49,1.76,953.2,0.0004131,413.14,0.92,953.2,0.0005827,582.72,1.08,953.2,0.0004989,498.92,1.02,953.2,0.0007074,707.44,1.21,956.2,0.0000873,87.29,0.3,954.2,0.0001389,138.86,0.57
,Likpe,LIKPEMAE,AIRTEL,958.7,0.00003987,39.87,,0.29,954.2,,0.0000253,25.3,0.23,954.2,0.00002378,23.78,0.22,942.7,0.00002734,27.34,0.2,943.7,0.00001673,16.73,0.18,934.7,0.00000874,8.74,0.13,948.2,0.00001104,11.04,0.15,959.2,0.0000252,25.2,0.23,956.7,0.00000733,7.33,0.15,959.2,0.00001781,17.81,0.19
VR 3752,3752LOGBA,LOGBA,MTN,952.7,0.0009458,945.78,0.00094578,1.4,946.2,,0.0003215,321.48,0.81,982.2,0.0003746,374.61,0.89,982.2,0.0003482,348.15,0.87,945.2,0.0004669,466.91,1.02,952.2,0.0004863,486.3,0.97,952.7,0.0003411,341.06,0.84,826.6,0.0008266,826.6,1.32,952.7,0.0005875,587.45,1.2,952.7,0.0008655,865.53,1.08
VR 3752,3752LOGBA,LOGBA,MTN,952.7,0.0009458,945.78,0.00094578,1,946.2,,0.0003211,321.14,0.81,952.2,0.0003746,374.61,0.89,952.2,0.0003482,348.15,0.87,945.2,0.0004669,466.91,1.02,952.2,0.0004563,456.3,0.84,952.7,0.0005411,541.06,0.84,826.52,0.0008266,826.6,1.32,952.7,0.0005876,587.6,1.2,952.7,0.0005655,565.53,1.08
3765,3765LOLOBI_KMSI,LOLOBI KSI,MTN,948.2,0.00039,389.98,0.00038998,0.95,959.2,,0.0005225,522.5,1.13,956.2,0.0009797,979.7,1.45,956.2,0.0009989,998.9,1.44,958.7,0.0009698,969.79,1.48,984.3,0.0009882,988.24,1.62,981.49,0.0009841,984.14,1.33,955.7,0.000099,99.01,1.48,955.7,0.0009132,913.23,1.47,955.7,0.0008341,834.05,1.48
,3765LOLOBI_KMSI,LOLOBI KUMASI,MTN,948.2,0.00039,389.98,0.00038998,0.95,959.2,,0.0005225,522.5,1.13,956.2,0.0009797,979.7,1.45,956.2,0.0009982,998.2,1.44,958.7,0.0009698,969.79,1.48,954.3,0.0009852,985.24,1.62,981.49,0.0009841,984.14,1.33,955.7,0.000099,99.01,1.48,955.7,0.0009132,913.23,1.43,955.7,0.0008341,834.05,1.48
,NKONYA,NKONY,AIRTEL,952.7,0.00002068,20.68,,0.21,952.7,,0.00001688,16.88,0.2,952.7,0.00001974,19.74,0.23,943.7,0.00001194,11.94,0.95,952.7,0.00005597,55.97,0.38,952.7,0.00002934,29.34,0.27,952.7,0.00001718,17.18,0.2,952.7,0.000019,19,0.2,952.7,0.00004349,43.49,0.3,952.7,0.00001758,17.58,0.19
W137,1737NKONYA,NKONYA,MTN,957.7,0.0003339,333.9,0.0003339,0.83,957.7,,0.0004869,486.94,1.05,958.2,0.0004705,470.46,1.01,958.2,0.0002326,232.63,0.69,956.7,0.0003009,300.87,0.79,958.2,0.0002371,237.05,0.7,957.7,0.0001367,136.66,0.53,958.2,0.0003166,316.61,0.3,958.2,0.0003166,316.61,0.81,957.7,0.0002881,288.11,0.83
,NKONYA,NKONYA,AIRTEL,952.7,0.00002068,20.68,,0.21,952.7,,0.00001685,16.85,0.2,952.7,0.00001974,19.74,0.23,943.7,0.00001194,11.94,0.95,952.7,0.00005597,55.97,0.38,952.7,0.00002934,29.34,0.27,952.7,0.00001718,17.18,0.2,952.7,0.000019,19,0.2,952.7,0.00004349,43.49,0.3,952.7,0.00001758,17.58,0.19
,NKONYA_ASAKYIRE,NKONYA,VODAFONE,950.7,0.00032105,321.05,,0.82,845.2,,0.00023317,233.17,0.7,946.7,0.00034632,346.32,0.85,947.7,0.00052244,522.44,1.07,946.7,0.0007691,769.1,1.27,946.7,0.00015834,158.34,0.57,949.7,0.00008267,82.67,0.41,950.7,0.0000928,92.8,0.45,949.7,0.00008539,85.39,0.42,945.2,0.00027286,272.86,0.75
,3761NTEWUSAE,NTEWUSAE,MTN,958.7,0.0002251,225.1,0.0002251,0.68,954.7,,0.0002646,264.56,0.74,954.7,0.0002986,298.6,0.79,954.7,0.0002629,262.91,0.78,954.7,0.000327,326.96,0.82,958.7,0.0001809,180.87,0.63,953.7,0.0001456,145.61,0.58,958.7,0.0000858,85.83,0.42,958,0.000065,64.96,0.4,956.7,0.0001144,114.43,0.48
,3774NYIVE,NYIVE,MTN,958.2,0.000018,18.04,0.00001804,0.19,958.7,,0.0002048,204.8,0.65,957.7,0.0001748,174.82,0.6,958.7,0.0002,200,0.71,950.2,0.000231,230.95,0.65,955.7,0.0002185,218.49,0.67,955.7,0.0000609,60.86,0.35,956.7,0.0001031,103.13,0.46,957.2,0.0002446,244.55,0.71,953.2,0.0002044,204.4,0.67
,0889PAMPAWIE,PAMPANSE,MTN,956.2,0.0004006,400.584,0.000400584,0.94,956.2,,0.0001998,199.77,0.04,959.2,0.0001935,193.48,0.55,956.2,0.0001584,158.42,0.57,952.2,0.000197,196.95,0.64,959.2,0.0000015,1.53,0.05,986.9,0.0004369,436.94,0.97,956.2,0.0005301,530.11,1.23,956.7,0.0003161,316.12,0.84,952.2,0.0004018,401.82,0.92
,0889PAMPAWIE,PAMPANWIE,MTN,956.2,0.0004005,400.48,0.00040048,0.94,956.2,,0.0001998,199.77,0.04,959.2,0.0001935,193.48,0.55,956.2,0.0001584,158.42,0.57,952.2,0.000197,196.95,0.64,959.2,0.0000015,1.53,0.05,986.9,0.0004369,436.94,0.97,956.2,0.0005301,530.11,1.13,956.7,0.0003161,316.12,0.84,952.2,0.0004018,401.82,0.92
,3771PEKI_ADZOKOE,PEKI ADZOKOE,MTN,957.7,0.0003254,325.44,0.00032544,0.82,956.2,,0.0004612,461.15,0.98,955.7,0.0003879,387.88,0.89,957.7,0.0003969,396.85,0.94,955.7,0.0003759,375.93,0.88,957.7,0.0004126,412.61,0.92,956.6,0.0006903,690.27,1.21,958.2,0.0004997,499.73,1.07,956.2,0.0004206,420.58,0.93,953.7,0.0002491,249.06,0.72
