,3932MOSI_ZONGO,West Dagomba,MTN,900,874.27,,1.01,1800,147.55,0.32,,2100,413.37,,0.03,900,331.65,,0.84,1800,60.51,,0.21,2100,231,,0.01,900,88.48,,0.36,1800,19.94,,0.15,2100,250.09,,0.01,,,,
CS 2007,3974LAMASHIGU,TAMALE,MTN,900,356.94,,0.07,1800,98.78,0.01,,2100,16.81,,0.03,900,293.64,,0.09,1800,52.56,,0.01,2100,104.46,,0.03,900,152.78,,0.04,1800,55.5,,0.04,2100,58.19,,0.03,,,,
,3995UDS_HSTL_VF,West Dagomba,MTN,900,18.86,,0,1800,7.21,0.08,,2100,22.82,,0,900,36.24,,0.01,1800,4.42,,0.05,2100,34.59,,0,900,9.68,,0.00,1800,6.33,,0.06,2100,27.68,,0.00,,,,
,4600Yagaba,West Mamprusi,MTN,900,121.98,,0.08,1800,0,0.04,,2100,0,,0.00,900,150.11,,0.01,1800,0,,0.02,2100,0,,0.07,900,191.19,,0.03,1800,0,,0,2100,0,,0,,,,
CS2012,4602DUU,West Mamprusi,MTN,900,19.6,,0.00,1800,0,0.00,,2100,0,,0.01,900,152.93,,0.00,1800,0,,0.02 ,2100,0,,0.00,900,349.88,,0.01,1800,0.00,,0.04,2100,0,,0.00,,,,
CS2014,4604NAKWABI,Bole,MTN,900,171.79,,0.01,1800,1.70,0.04,,2100,0.00,,0.01,900,70.16,,0.00,1800,1.00,,0.04,2100,0.00,,0.03,900,263.95,,0.02,1800,1.07,,0.00,2100,0.00,,0.00,,,,
CS2819,Bamboi,Bole,Tigo,900,681.62,,0.07,1800,0,0.01,,2100,0,,0.03,900,119.10,,0.01,1800,0,,0.02,2100,0,,0.01,900,251.87,,0.00,1800,0,,0.00,2100,0,,0.00,,,,
CS2820,Bamboi,Bole,Vodafone,900,204.75,,0.01,1800,0,0.02,,2100,0,,0.01,900,59.78,,0.04,1800,0,,0.07,2100,0,,0.06,900,119.06,,0.01,1800,0,,0.00,2100,0,,0.03,,,,
CS2826,Banda_Nkwanta,Bole,Vodafone,900,14.49,,0.00,1800,0,0.00,,2100,0,,0.01,900,144.81,,0.02,1800,0,,0.01,2100,0,,0.01,900,37.58,,0.03,1800,0,,0.01,2100,0,,0.07,,,,
CS 2855,BAYAWOYA,TAMALE,AIRTEL,900,110.82,,0.07,1800,25.4,0.03,,2100,1.48,,0.02,900,165.68,,0.09,1800,40.04,,0.03,2100,3.72,,0.01,900,32.63,,0.04,1800,43.6,,0,2100,5.28,,0.01,,,,
CS2942,Bole,Bole,Tgo,900,8.67,,0.00,1800,1.79,0.00,,2100,0,,0.00,900,11.20,,0.01,1800,9.16,,0.02,2100,0,,0.03,900,4.65,,0.05,1800,18.55,,0.04,2100,0,,0.07,,,,
CS2943,Bole,Bole,Airtel,900,8.67,,0.00,1800,1.79,0.00,,2100,0,,0.00,900,11.20,,0.01,1800,9.16,,0.02,2100,0,,0.03,900,4.65,,0.05,1800,18.65,,0.04,2100,0,,0.07,,,,
,Bole_R,Damong,Airtel,900,123.3,,0.00,1800,0,0.01,,2100,0,,0.01,900,25.29,,0.03,1800,0,,0.05 ,2100,0,,0.01,900,50.32,,0.04,1800,0,,0.03,2100,0,,0.04,,,,
,Bui_City,Bole,Airtel,900,251.87,,,1800,152.45,,,2100,0,,,900,302.90,,,1800,496.85,,,2100,0,,,900,189.31,,,1800,189.31,,,2100,0,,,,,,
CS3011,BUI_CITY,Bole,Vodafone,900,26.26,,0.04,1800,872.18,0.04,,2100,615.66,,0.01,900,91.03,,0.07,1800,0,,0.00,2100,1.63,,0.01,900,97.2,,0.03,1800,699.35,,0.04,2100,2.43,,0.01,,,,
CS3012,Buipe,Central Gonja,Tigo,900,99.79,,0.04,1800,74.63,0.03,,2100,0,,0.01,900,27.01,,0.00,1800,80.91,,0.00,2100,0,,0.01,900,27.01,,0.06,1800,68.46,,0.07,2100,0,,0.01,,,,
CS3014,Buipe,Central Gonja,Vodafone,900,296.29,,0.04,1800,160.99,0.03,,2100,0,,0.01,900,174.66,,0.03,1800,111.23,,0.01,2100,0,,0.00,900,266.24,,0.04,1800,220.92,,0.02,2100,0,,0.01,,,,
,Buipe,Damango,Airtel,900,99.79,,0.09,1800,74.63,0.03,,2100,0,,0.01,900,300.09,,0.00,1800,80.91,,0.00 ,2100,27.01,,0.06,900,27.01,,0.06,1800,68.46,,0.07,2100,0,,0.01,,,,
CS 3032,BUPELA,TAMALE,AIRTEL,900,78.48,,0.08,1800,4.41,0.04,,2100,6.41,,0,900,39.08,,0.03,1800,4.41,,0.01,2100,50.23,,0,900,30.08,,0.07,1800,2.13,,0.01,2100,48.08,,0,,,,
,Choggo,Savelugu,Airtel,900,19.92,,0.08,1800,0,0.07,,2100,0,,0.04,900,66.39,,0.00,1800,21.69,,0.03,2100,0,,0.00,900,9.17,,0.04,1800,0,,0.00,2100,0,,0.01,,,,
,Choggu,Tamale,Airtel,900,853.74,,0.07,1800,39.24,0.05,,2100,11.2,,0.01,900,ga,,0.05,1800,7.91,,0.01,2100,16.09,,0.03,900,819.44,,0.04,1800,70.14,,0.02,2100,7.81,,0.04,,,,
CS31327,Daboya,West Gonja,Tigo,900,33.50,,0.03,1800,11.92,0.04,,2100,0,,0.07,900,20.43,,0.00,1800,861.43,,0.03,2100,0,,0.01,900,9.18,,0.08,1800,11.25,,0.01,2100,0,,0.01,,,,
CS3137,Damang Rep,West Gonja,MTN,900,8.73,,0.06,1800,0,0.06,,2100,0,,0.04,900,409.00,,0.01,1800,96.91,,0.01,2100,0.00,,0.05,900,9.41,,0.00,1800,2.71,,0.03,2100,0,,0.01,,,,
,DAMANGO,DAMANGO,AIRTEL,900,14.52,,0.07,1800,1.45,0.03,,2100,0,,0.05,900,1.96,,0.06,1800,1.1,,0.01,2100,0,,0,900,4.31,,0,1800,4.38,,0.04,2100,0,,0.01,,,,
CS3136,Damango,West Gonja,Tigo,900,14.52,,0.07,1800,1.45,0.03,,2100,0,,0.05,900,1.96,,0.06,1800,1.10,,0.01,2100,0,,0.00,900,4.31,,0.00,1800,14.38,,0.04,2100,0,,0.01,,,,
CS3142,Damongo,Central Gonja,Vodafone,900,75.97,,0.07,1800,2.18,0.04,,2100,0,,0.00,900,57.76,,0.00,1800,5.84,,0.00,2100,0.00,,0.00,900,42.23,,0.01,1800,4.54,,0.03,2100,0,,0.01,,,,
CS3291,DCS_GUABULIGA,CS 3291,Vodafone,900,18.29,,0.01,1800,2.91,0.01,,2100,0,,0.00,900,6.7,,0.04,1800,5.29,,0.01 ,2100,0,,0.03,900,8.90,,0.01,1800,4.98,,0.00,2100,0,,0.02,,,,
,DCS_UDS_Hostel,She Renamed:UDS_Hostel,Vodafone,900,,,,1800,,,,2100,,,,900,,,,1800,,,,2100,,,,900,,,,1800,,,,2100,,,,,,,
CS3458,DCS_WALEWALE,West Mamprusi,Vodafone,900,5.15,,0.03,1800,1.17,0.01,,2100,0,,0.01,900,41.90,,0.07,1800,2.85,,0.01,2100,0,,0.00,900,3.43,,0.03,1800,1.22,,0.00,2100,0,,0.00,,,,
CS3489,Diari  ,Savelugu Nanton,Tgo,900,9.92,,0.08,1800,0,0.07,,2100,0,,0.02,900,6.34,,0.03,1800,2.20,,0.01,2100,0,,0.00,900,9.17,,0.03,1800,0,,0.01,2100,0,,0.01,,,,
